,date_mutation,valeur_fonciere,surface_reelle_bati,type_local,longitude,latitude
14373,2019-09-23,219000,109,Appartement,3.03893,50.622933
14374,2019-09-10,108600,50,Appartement,3.08636,50.638462
14375,2019-10-04,155000,28,Appartement,3.054435,50.630108
14383,2019-09-13,98000,22,Appartement,3.075292,50.637407
14386,2019-09-25,238000,82,Appartement,3.060979,50.611545
14388,2019-09-16,362000,88,Appartement,3.080417,50.64144
14391,2019-09-20,305000,12,Appartement,3.043357,50.634377
14392,2019-09-20,305000,13,Appartement,3.043357,50.634377
14393,2019-09-20,305000,12,Appartement,3.043357,50.634377
14394,2019-09-20,305000,13,Appartement,3.043357,50.634377
14395,2019-09-20,305000,14,Appartement,3.043357,50.634377
14396,2019-09-20,305000,23,Appartement,3.043357,50.634377
14397,2019-09-25,165000,47,Appartement,3.063091,50.647755
14399,2019-09-19,283500,118,Appartement,3.0852,50.652871
14401,2019-09-30,120000,76,Appartement,3.029642,50.632131
14403,2019-09-26,510000,22,Appartement,3.058251,50.638687
14404,2019-09-26,510000,18,Appartement,3.058251,50.638687
14405,2019-09-26,510000,18,Appartement,3.058251,50.638687
14407,2019-10-07,205000,71,Appartement,3.067058,50.632064
14412,2019-09-30,181000,59,Appartement,3.065256,50.626488
14414,2019-10-03,600000,34,Appartement,3.057635,50.639746
14415,2019-10-03,600000,59,Appartement,3.057635,50.639746
14420,2019-09-19,570000,120,Appartement,3.061987,50.638703
14421,2019-09-26,980000,53,Appartement,3.05444,50.634437
14422,2019-09-26,980000,30,Appartement,3.05444,50.634437
14424,2019-09-26,980000,39,Appartement,3.05444,50.634437
14425,2019-09-26,980000,53,Appartement,3.05444,50.634437
14429,2019-09-27,76000,29,Appartement,3.057617,50.620094
14430,2019-10-08,107000,21,Appartement,3.041067,50.624012
14431,2019-09-26,133000,16,Appartement,3.052709,50.630947
14433,2019-10-04,106000,32,Appartement,3.099467,50.632723
14434,2019-09-30,195000,78,Appartement,3.043727,50.635981
14435,2019-09-12,133000,30,Appartement,3.056349,50.631948
14436,2019-10-02,158000,42,Appartement,3.085582,50.636522
14439,2019-10-03,183200,19,Appartement,3.089762,50.627083
14440,2019-10-03,183200,36,Appartement,3.089762,50.627083
14441,2019-10-03,183200,31,Appartement,3.089762,50.627083
14442,2019-09-25,61150,36,Appartement,3.105723,50.627778
14444,2019-09-30,620000,47,Appartement,3.073242,50.629039
14445,2019-09-30,620000,47,Appartement,3.073242,50.629039
14446,2019-09-30,620000,47,Appartement,3.073242,50.629039
14447,2019-09-30,620000,47,Appartement,3.073242,50.629039
14449,2019-09-26,580000,43,Appartement,3.057834,50.632714
14450,2019-09-26,580000,54,Appartement,3.057834,50.632714
14451,2019-09-26,580000,38,Appartement,3.057834,50.632714
14452,2019-09-26,580000,40,Appartement,3.057834,50.632714
14453,2019-09-19,196000,87,Maison,3.102888,50.62588
14454,2019-08-22,114000,23,Appartement,3.053752,50.643266
14456,2019-10-08,337000,80,Appartement,3.055998,50.633082
14458,2019-09-13,100000,55,Appartement,3.045264,50.609846
14459,2019-09-20,85000,42,Maison,3.094363,50.633008
14460,2019-09-16,370000,85,Maison,3.051682,50.646251
14461,2019-09-20,128500,34,Appartement,3.033295,50.623816
14463,2019-10-01,161000,59,Appartement,3.068907,50.63402
14464,2019-10-08,201000,40,Appartement,3.091127,50.630692
14465,2019-10-08,201000,30,Appartement,3.091127,50.630692
14466,2019-10-08,201000,45,Appartement,3.091127,50.630692
14468,2019-10-08,95000,26,Appartement,3.070333,50.620754
14469,2019-09-12,113500,30,Appartement,3.046086,50.630454
14471,2019-09-20,132000,34,Appartement,3.06263,50.625342
14473,2019-09-19,376000,39,Appartement,3.060348,50.6404
14474,2019-09-19,376000,65,Appartement,3.060348,50.6404
14476,2019-09-30,160000,65,Appartement,3.053804,50.606659
14479,2019-10-08,190000,50,Appartement,3.072869,50.622432
14480,2019-10-03,248000,79,Maison,3.026661,50.632506
14481,2019-09-26,150000,42,Appartement,3.066354,50.638168
14482,2019-10-03,128000,46,Appartement,3.053586,50.621458
14486,2019-10-04,599100,85,Maison,3.059663,50.64479
14490,2019-09-26,66000,25,Appartement,3.04968,50.623546
14491,2019-10-02,300850,80,Appartement,3.055385,50.634205
14492,2019-09-13,98000,28,Appartement,3.068736,50.637527
14493,2019-09-30,170000,54,Appartement,3.070278,50.635264
14496,2019-09-18,102000,33,Appartement,3.049233,50.629438
14497,2019-10-01,118950,50,Appartement,3.051313,50.622503
14500,2019-09-17,885000,35,Appartement,3.06479,50.632743
14502,2019-09-17,885000,35,Appartement,3.06479,50.632743
14503,2019-09-17,885000,14,Appartement,3.06479,50.632743
14504,2019-09-17,885000,70,Appartement,3.06479,50.632743
14505,2019-09-17,885000,14,Appartement,3.06479,50.632743
14506,2019-10-07,210000,24,Appartement,3.050437,50.619485
14507,2019-10-07,210000,50,Appartement,3.050437,50.619485
14509,2019-10-07,210000,50,Appartement,3.050437,50.619485
14511,2019-09-14,90000,37,Appartement,3.040165,50.625175
14513,2019-10-09,223000,69,Appartement,3.072547,50.61263
14514,2019-09-16,160000,73,Appartement,3.08846,50.65221
14518,2019-09-23,240010,30,Appartement,3.088524,50.633076
14519,2019-09-23,240010,20,Appartement,3.088524,50.633076
14521,2019-09-23,240010,20,Appartement,3.088524,50.633076
14522,2019-09-23,240010,45,Appartement,3.088524,50.633076
14523,2019-09-24,72500,18,Appartement,3.056632,50.630513
14524,2019-10-09,125000,14,Appartement,3.055528,50.629252
14525,2019-10-09,125000,16,Appartement,3.055528,50.629252
14526,2019-09-27,119000,35,Appartement,3.069023,50.636953
14527,2019-09-24,72500,14,Appartement,3.064252,50.632328
14528,2019-10-01,147000,63,Appartement,3.062528,50.619276
14530,2019-10-04,842,2,Appartement,3.068562,50.638136
14533,2019-10-03,203000,48,Appartement,3.067954,50.638495
14538,2019-10-09,150200,70,Appartement,3.054458,50.623392
14539,2019-10-11,140000,42,Appartement,3.065044,50.621388
14544,2019-10-10,262000,104,Appartement,3.062443,50.620078
14546,2019-09-19,130000,60,Appartement,3.070153,50.612204
14547,2019-10-11,211500,114,Maison,3.096849,50.622195
14548,2019-10-08,81000,18,Appartement,3.048831,50.632889
14549,2019-10-09,67000,42,Maison,3.094495,50.633004
14550,2019-09-25,200000,349,Maison,3.064129,50.627026
14551,2019-10-04,90000,27,Appartement,3.060603,50.626321
14553,2019-09-27,240000,79,Maison,3.054842,50.645177
14554,2019-09-28,201500,85,Maison,3.042352,50.622522
14555,2019-09-24,87000,28,Appartement,3.063107,50.625235
14557,2019-09-18,182534,20,Appartement,3.095965,50.63209
14558,2019-09-18,182534,13,Appartement,3.095965,50.63209
14559,2019-09-18,182534,13,Appartement,3.095965,50.63209
14560,2019-09-18,182534,12,Appartement,3.095965,50.63209
14562,2019-09-18,118500,34,Appartement,3.060697,50.626961
14564,2019-09-30,149850,48,Appartement,3.098002,50.631754
14567,2019-09-19,180000,47,Appartement,3.052912,50.631733
14568,2019-10-09,583000,28,Appartement,3.066943,50.643158
14569,2019-10-09,583000,29,Appartement,3.066943,50.643158
14570,2019-10-09,583000,24,Appartement,3.066943,50.643158
14571,2019-10-09,583000,23,Appartement,3.066943,50.643158
14572,2019-10-09,583000,18,Appartement,3.066943,50.643158
14574,2019-10-11,108500,42,Appartement,3.105723,50.627778
14575,2019-10-10,216500,65,Appartement,3.084103,50.643086
14577,2019-09-16,180000,76,Maison,3.027813,50.630791
14578,2019-09-16,210000,39,Appartement,3.06267,50.632529
14581,2019-09-17,236000,80,Appartement,3.04283,50.62769
14582,2019-09-30,243115,40,Appartement,3.068062,50.625004
14583,2019-10-11,579000,130,Maison,3.054621,50.624578
14584,2019-10-03,208361,66,Appartement,3.114873,50.633041
14589,2019-10-10,217500,69,Appartement,3.056043,50.619713
14592,2019-10-10,414000,89,Appartement,3.048472,50.627548
14594,2019-10-10,194000,49,Appartement,3.072869,50.622432
14596,2019-09-30,198180,66,Appartement,3.08168,50.636278
14598,2019-09-30,195000,76,Appartement,3.032129,50.626171
14602,2019-10-10,403000,67,Appartement,3.048472,50.627548
14603,2019-09-30,86000,23,Appartement,3.058972,50.626172
14605,2019-09-30,165000,63,Appartement,3.102128,50.630888
14607,2019-09-27,121500,74,Maison,3.093688,50.622171
14608,2019-10-11,190000,50,Appartement,3.057828,50.647254
14610,2019-09-25,121500,52,Appartement,3.054305,50.622773
14611,2019-10-15,373600,93,Appartement,3.055246,50.63611
14613,2019-09-16,262000,62,Appartement,3.0546,50.635406
14614,2019-09-30,745000,205,Maison,3.05134,50.634736
14615,2019-10-07,73500,24,Appartement,3.056349,50.631948
14617,2019-10-03,291000,70,Maison,3.057269,50.638133
14618,2019-09-27,275000,90,Appartement,3.05591,50.634454
14619,2019-10-11,201600,80,Maison,3.094301,50.646382
14621,2019-10-03,66225,59,Appartement,3.042214,50.63378
14623,2019-10-11,244000,79,Appartement,3.086004,50.655555
14624,2019-09-23,659000,186,Maison,3.056727,50.642228
14625,2019-09-27,180000,61,Appartement,3.055187,50.645873
14627,2019-09-27,313000,86,Appartement,3.053383,50.619004
14633,2019-10-08,197000,44,Appartement,3.065385,50.641981
14636,2019-10-08,213713,67,Appartement,3.063867,50.628225
14637,2019-09-20,276000,90,Appartement,3.075532,50.613147
14639,2019-09-20,276000,90,Appartement,3.075532,50.613147
14640,2019-10-02,88000,16,Appartement,3.039392,50.632858
14642,2019-09-23,132000,30,Appartement,3.055515,50.647329
14644,2019-09-19,151000,45,Appartement,3.08003,50.628649
14645,2019-09-24,214500,50,Appartement,3.058421,50.644384
14647,2019-09-19,162000,76,Maison,3.053327,50.621743
14648,2019-10-02,95000,12,Appartement,3.039392,50.632858
14649,2019-09-23,225000,88,Maison,3.069956,50.608927
14650,2019-09-20,88200,44,Appartement,3.024027,50.617927
14653,2019-10-08,155000,61,Appartement,3.053586,50.621458
14655,2019-10-04,79000,22,Appartement,3.074511,50.620767
14656,2019-10-09,115000,45,Appartement,3.066365,50.62083
14657,2019-10-14,155000,106,Maison,3.11141,50.62466
14658,2019-09-18,114000,23,Appartement,3.054416,50.636212
14660,2019-10-03,163250,49,Maison,3.056355,50.632161
14661,2019-10-14,15000,38,Maison,3.060136,50.620152
14662,2019-09-30,107000,34,Appartement,3.059964,50.629895
14665,2019-10-03,203000,44,Appartement,3.063925,50.629419
14666,2019-10-04,155100,25,Appartement,3.039601,50.634317
14667,2019-10-07,145000,70,Appartement,3.099084,50.630827
14670,2019-09-30,404000,98,Appartement,3.062752,50.628115
14672,2019-10-04,212000,86,Maison,3.027847,50.630929
14674,2019-10-04,87000,17,Appartement,3.060873,50.624649
14675,2019-10-10,178000,44,Appartement,3.049778,50.629339
14677,2019-09-27,223000,50,Appartement,3.087262,50.644551
14678,2019-09-27,223000,35,Appartement,3.087262,50.644551
14679,2019-10-03,145000,43,Appartement,3.084818,50.648284
14681,2019-10-10,100000,22,Appartement,3.055544,50.640219
14682,2019-09-30,133000,45,Appartement,3.064612,50.633579
14683,2019-09-30,378000,68,Appartement,3.069381,50.628556
14685,2019-10-01,111300,25,Appartement,3.050388,50.63232
14687,2019-10-11,128000,52,Appartement,3.053586,50.621458
14690,2019-06-19,55500,36,Appartement,3.086995,50.637882
14691,2019-10-04,99000,30,Appartement,3.06922,50.63906
14693,2019-09-27,199999,87,Appartement,3.080372,50.621588
14695,2019-09-27,231100,87,Appartement,3.086852,50.634185
14696,2019-09-30,626300,190,Maison,3.059785,50.625703
14697,2019-09-27,68000,29,Appartement,3.071443,50.618223
14698,2019-10-07,150000,40,Appartement,3.065283,50.632177
14701,2019-09-27,457000,25,Appartement,3.063514,50.644389
14703,2019-09-27,457000,25,Appartement,3.063514,50.644389
14704,2019-09-27,457000,25,Appartement,3.063514,50.644389
14705,2019-09-30,230000,72,Maison,3.092339,50.646485
14708,2019-09-27,110000,38,Appartement,3.046262,50.625227
14709,2019-09-24,400000,126,Appartement,3.06893,50.640078
14711,2019-10-02,146000,33,Appartement,3.055481,50.623736
14712,2019-09-30,164747,77,Appartement,3.080737,50.623479
14715,2019-10-04,200000,51,Appartement,3.05649,50.648933
14716,2019-08-22,170000,105,Maison,3.075476,50.61268
14717,2019-09-30,430000,120,Maison,3.100624,50.63486
14718,2019-09-30,170000,74,Appartement,3.057066,50.642725
14720,2019-09-30,147000,43,Appartement,3.060971,50.623156
14721,2019-10-14,345000,170,Maison,3.098537,50.635454
14723,2019-10-09,217500,75,Appartement,3.054043,50.632935
14725,2019-10-14,225000,70,Appartement,3.065437,50.634037
14727,2019-09-30,172320,66,Appartement,3.080372,50.621588
14728,2019-10-11,166000,12,Appartement,3.039392,50.632858
14729,2019-10-11,166000,16,Appartement,3.039392,50.632858
14730,2019-10-14,208670,57,Appartement,3.05827,50.627295
14733,2019-10-14,510000,28,Appartement,3.067378,50.623127
14734,2019-10-14,510000,21,Appartement,3.067378,50.623127
14735,2019-10-14,510000,21,Appartement,3.067378,50.623127
14736,2019-10-14,510000,34,Appartement,3.067378,50.623127
14737,2019-10-14,510000,35,Appartement,3.067378,50.623127
14738,2019-10-14,510000,28,Appartement,3.067378,50.623127
14743,2019-10-02,175000,46,Appartement,3.049811,50.630683
14744,2019-10-10,150000,65,Appartement,3.032087,50.635547
14745,2019-10-03,210000,59,Appartement,3.080827,50.627905
14748,2019-10-04,215000,89,Appartement,3.080827,50.627905
14750,2019-10-11,276000,73,Maison,3.018638,50.635692
14751,2019-09-27,120000,58,Appartement,3.069146,50.621682
14753,2019-09-27,211152,82,Appartement,3.080372,50.621588
14756,2019-09-30,268500,84,Appartement,3.057066,50.642725
14757,2019-10-01,120500,44,Appartement,3.107505,50.628108
14758,2019-10-10,66000,48,Maison,3.098768,50.625057
14759,2019-09-13,82000,22,Appartement,3.074511,50.620767
14760,2019-10-09,118000,19,Appartement,3.063841,50.62944
14762,2019-10-15,293000,104,Appartement,3.066305,50.628736
14765,2019-10-14,164500,45,Appartement,3.064486,50.61147
14766,2019-10-03,233000,81,Appartement,3.048377,50.633307
14767,2019-06-05,73000,60,Appartement,3.086995,50.637882
14768,2019-10-03,120000,70,Appartement,3.112581,50.628259
14769,2019-10-04,78000,28,Appartement,3.057617,50.620094
14770,2019-06-19,50500,36,Appartement,3.086995,50.637882
14771,2019-09-30,338000,107,Appartement,3.055685,50.627056
14774,2019-10-17,159000,43,Appartement,3.070313,50.635347
14775,2019-10-16,244000,70,Maison,3.05832,50.624953
14776,2019-09-23,235000,65,Appartement,3.073739,50.613124
14778,2019-10-16,72000,20,Appartement,3.065457,50.624596
14779,2019-09-27,140300,40,Appartement,3.055129,50.632368
14780,2019-10-03,153000,45,Appartement,3.064359,50.629744
14781,2019-09-26,109000,38,Appartement,3.065256,50.626488
14782,2019-10-04,137000,38,Appartement,3.089726,50.627306
14783,2019-10-04,137000,66,Appartement,3.089726,50.627306
14784,2019-10-16,168600,58,Appartement,3.054335,50.646753
14785,2019-10-17,215000,48,Appartement,3.052946,50.637147
14789,2019-10-15,180000,62,Appartement,3.032931,50.62422
14790,2019-09-25,340000,92,Maison,3.088158,50.649883
14792,2019-10-07,388000,112,Appartement,3.068456,50.640564
14793,2019-10-04,78000,19,Appartement,3.04776,50.630099
14795,2019-09-30,110000,48,Appartement,3.116943,50.62645
14798,2019-10-16,214516,66,Appartement,3.072869,50.622432
14802,2019-09-23,202000,65,Appartement,3.052208,50.629557
14803,2019-09-24,150000,35,Appartement,3.045264,50.609846
14805,2019-10-04,209000,67,Appartement,3.114873,50.633041
14807,2019-10-01,100000,41,Appartement,3.0852,50.652871
14808,2019-10-03,100000,25,Appartement,3.037658,50.626922
14821,2019-10-11,195000,49,Appartement,3.072869,50.622432
14824,2019-10-04,590000,105,Maison,3.059583,50.625224
14825,2019-10-17,135000,39,Appartement,3.054866,50.633365
14826,2019-10-11,440000,112,Appartement,3.059197,50.641628
14827,2019-10-15,230000,62,Appartement,3.057959,50.632727
14828,2019-10-08,240000,72,Maison,3.070644,50.60749
14829,2019-10-15,150000,43,Appartement,3.054184,50.641618
14831,2019-10-03,70000,16,Appartement,3.059129,50.637204
14832,2019-10-18,123850,56,Appartement,3.099595,50.623657
14834,2019-10-04,187100,53,Appartement,3.042713,50.633869
14839,2019-10-09,103780,33,Appartement,3.046086,50.630454
14841,2019-10-04,465000,15,Appartement,3.059759,50.636496
14842,2019-10-04,465000,20,Appartement,3.059759,50.636496
14843,2019-10-04,465000,25,Appartement,3.059759,50.636496
14844,2019-09-27,212000,54,Maison,3.068321,50.618177
14846,2019-10-02,260000,78,Appartement,3.053043,50.644089
14848,2019-10-03,244000,64,Appartement,3.054196,50.619443
14849,2019-10-04,136500,66,Appartement,3.090331,50.632496
14853,2019-10-14,120000,37,Appartement,3.045299,50.625466
14854,2019-10-09,545000,203,Maison,3.039882,50.626906
14856,2019-10-14,677050,153,Maison,3.039685,50.627583
14858,2019-10-10,106500,29,Appartement,3.055011,50.645958
14860,2019-10-01,232150,75,Appartement,3.044041,50.615267
14861,2019-10-02,231770,66,Appartement,3.080153,50.620828
14863,2019-09-24,250000,76,Appartement,3.044041,50.615267
14865,2019-10-18,114700,52,Maison,3.087063,50.619151
14868,2019-09-26,120000,39,Appartement,3.033295,50.623816
14872,2019-10-04,93000,30,Appartement,3.08846,50.65221
14874,2019-09-30,222500,63,Appartement,3.073739,50.613124
14876,2019-09-27,100000,37,Appartement,3.086491,50.646445
14877,2019-09-04,123500,44,Appartement,3.060628,50.623357
14878,2019-10-15,163000,35,Appartement,3.058985,50.639479
14879,2019-10-18,265000,100,Appartement,3.042171,50.633542
14880,2019-10-18,265000,75,Appartement,3.042171,50.633542
14881,2019-10-02,92500,48,Maison,3.093576,50.625149
14882,2019-10-07,316842,113,Appartement,3.048377,50.633307
14885,2019-10-01,283000,77,Appartement,3.054196,50.619443
14887,2019-10-02,235000,42,Appartement,3.091441,50.643005
14889,2019-10-02,235000,40,Appartement,3.091441,50.643005
14890,2019-10-02,235000,35,Appartement,3.091441,50.643005
14893,2019-10-14,253160,106,Maison,3.032852,50.623745
14896,2019-10-16,137500,36,Appartement,3.080827,50.627905
14897,2019-10-21,90000,24,Appartement,3.060873,50.624649
14899,2019-10-01,138800,38,Appartement,3.084818,50.648284
14900,2019-10-18,122350,15,Appartement,3.039392,50.632858
14902,2019-09-26,318000,110,Maison,3.095301,50.649023
14903,2019-10-09,866000,180,Maison,3.063186,50.627547
